BayesianSearch: New best config found. Config: {'weights1': 0.4352708455998633, 'weights2': 0.9888675957849619, 'weights3': 0.48903280989103226, 'weights4': 0.09240871656055005, 'weights5': 0.17244462784065084, 'normalize': False} - results: {'ROC_AUC': 0.4614497142857098, 'PRECISION': 0.146569999999999, 'RECALL': 0.146569999999999, 'RECALL_TEST_LEN': 0.146569999999999, 'MAP': 0.07962288095238029, 'MRR': 0.4036677380952411, 'NDCG': 0.16963145168870689, 'F1': 0.146569999999999, 'HIT_RATE': 1.4657, 'ARHR': 0.5605390079365091, 'NOVELTY': 0.005341635313667286, 'DIVERSITY_MEAN_INTER_LIST': 0.9729232923292329, 'DIVERSITY_HERFINDAHL': 0.9972826, 'COVERAGE_ITEM': 0.13103949600193845, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.20187074306839187, 'SHANNON_ENTROPY': 9.408623496226712} - time: 2018-11-30 12:48:30.741622
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.4872142889939548, 'weights2': 0.1440611705958179, 'weights3': 0, 'weights4': 0.07314600747768962, 'weights5': 0.6030068894139737, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 14:01:39.515523
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.8288004978703788, 'weights2': 0.6994470303504323, 'weights3': 0, 'weights4': 0.9641619444650424, 'weights5': 0.058363874044677355, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 14:02:01.151511
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.7636907510020641, 'weights2': 0.93401623925673, 'weights3': 0, 'weights4': 0.08642219388595651, 'weights5': 0.6035001691987363, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 14:02:22.287163
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.9830137003995706, 'weights2': 0.6799458219314877, 'weights3': 0, 'weights4': 0.3238880327910778, 'weights5': 0.11938935802045003, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 14:02:43.956141
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.19707679697167568, 'weights2': 0.6904271091169077, 'weights3': 0, 'weights4': 0.9734671300803781, 'weights5': 0.6909972383131394, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 14:03:05.410755
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.06700453331717204, 'weights2': 0.9127173116209636, 'weights3': 0, 'weights4': 0.2239691090880045, 'weights5': 0.8931488624075655, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 14:03:26.526623
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.6256833630562526, 'weights2': 0.39870153802198516, 'weights3': 0, 'weights4': 0.037843870501776955, 'weights5': 0.48694380852324437, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 14:03:47.522472
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.40035312877952534, 'weights2': 0.021593244217621432, 'weights3': 0, 'weights4': 0.8498342713021295, 'weights5': 0.3367113477340803, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 14:04:09.298050
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.3453472009198135, 'weights2': 0.9937515990418306, 'weights3': 0, 'weights4': 0.5273960530796316, 'weights5': 0.6730417718891242, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 14:04:30.549848
BayesianSearch: Best config is: Config {'weights1': 0.40141087855486657, 'weights2': 0.3155589908320954, 'weights3': 0, 'weights4': 0.8473536344366921, 'weights5': 0.01857090394583316, 'normalize': True}, MAP value is 0.0811
BayesianSearch: Testing config: {'weights1': 0.6812051011332375, 'weights2': 0.7956394534094599, 'weights3': 0, 'weights4': 0.8015247226024332, 'weights5': 0.3344564027704351, 'normalize': True} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.2661032769424757, 'weights2': 0.6185507852495545, 'weights3': 0, 'weights4': 0.1965947175708389, 'weights5': 0.5041006660839799, 'normalize': True} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.7592236778792392, 'weights2': 0.15353425493701, 'weights3': 0, 'weights4': 0.16721591148808168, 'weights5': 0.5938940529982638, 'normalize': True} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.49691220871088926, 'weights2': 0.7599212094103436, 'weights3': 0, 'weights4': 0.12408698558594433, 'weights5': 0.5372787420435577, 'normalize': True} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.7148741880337763, 'weights2': 0.8864997345852841, 'weights3': 0, 'weights4': 0.753135480758291, 'weights5': 0.8576526910814266, 'normalize': False} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.1023805220265046, 'weights2': 0.9999195875457767, 'weights3': 0, 'weights4': 0.7249924895218417, 'weights5': 0.042634098228795936, 'normalize': True} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.4749897810902449, 'weights2': 0.873959136461272, 'weights3': 0, 'weights4': 0.7454897573342584, 'weights5': 0.6988748847226023, 'normalize': True} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.8507963719646228, 'weights2': 0.369477959019307, 'weights3': 0, 'weights4': 0.2599283193870997, 'weights5': 0.43090638410180804, 'normalize': True} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.8148007759253884, 'weights2': 0.49698631846757935, 'weights3': 0, 'weights4': 0.5732086231036644, 'weights5': 0.21715769669046003, 'normalize': True} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.30680571032647364, 'weights2': 0.5843039443841004, 'weights3': 0, 'weights4': 0.11565510197718698, 'weights5': 0.9332623798720773, 'normalize': False} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.8452648898524934, 'weights2': 0.03845033359514505, 'weights3': 0, 'weights4': 0.6451547977264411, 'weights5': 0.16083314254214232, 'normalize': True} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.7372155222938654, 'weights2': 0.004376133213539468, 'weights3': 0, 'weights4': 0.08301966762046364, 'weights5': 0.4467968466734058, 'normalize': False} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.05377319363259836, 'weights2': 0.44462495905870325, 'weights3': 0, 'weights4': 0.8758373821550633, 'weights5': 0.8448882637763425, 'normalize': False} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.3438465432348783, 'weights2': 0.14216201344110657, 'weights3': 0, 'weights4': 0.22261559846900225, 'weights5': 0.45791104657121884, 'normalize': True} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.1913495387461377, 'weights2': 0.4130395804664688, 'weights3': 0, 'weights4': 0.6677901192793174, 'weights5': 0.8991596717420118, 'normalize': False} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.12531330200213997, 'weights2': 0.49981872002421546, 'weights3': 0, 'weights4': 0.5871626468927563, 'weights5': 0.5016952175926487, 'normalize': False} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.6245006540348205, 'weights2': 0.6005124889011637, 'weights3': 0, 'weights4': 0.17005793884958553, 'weights5': 0.7812238524660206, 'normalize': False} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.31972896906759773, 'weights2': 0.2742685064714332, 'weights3': 0, 'weights4': 0.50025536334534, 'weights5': 0.5370620728988802, 'normalize': True} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.7560109972323283, 'weights2': 0.3101737113338, 'weights3': 0, 'weights4': 0.5144456025913567, 'weights5': 0.2391981126114472, 'normalize': True} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.44312736104687644, 'weights2': 0.15095439758632545, 'weights3': 0, 'weights4': 0.17709934797376903, 'weights5': 0.6015928896979179, 'normalize': True} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.6290273612110141, 'weights2': 0.020133392131820527, 'weights3': 0, 'weights4': 0.9036533816667884, 'weights5': 0.09795769654185071, 'normalize': False} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.4550760477966219, 'weights2': 0.6637182144894783, 'weights3': 0, 'weights4': 0.2290118576955702, 'weights5': 0.14789226946372325, 'normalize': False} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.2156165599792098, 'weights2': 0.502618088303512, 'weights3': 0, 'weights4': 0.289711195721026, 'weights5': 0.4906509550810113, 'normalize': True} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.8150951065284963, 'weights2': 0.7957810244367285, 'weights3': 0, 'weights4': 0.6016863592316835, 'weights5': 0.8983363893910657, 'normalize': False} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: Testing config: {'weights1': 0.6125723646183984, 'weights2': 0.8018472909216323, 'weights3': 0, 'weights4': 0.5345104311369291, 'weights5': 0.8761751835896554, 'normalize': False} - Exception No module named 'SLIM_BPR.Cython.SLIM_BPR_Cython_Epoch'
BayesianSearch: New best config found. Config: {'weights1': 0.35044937056670666, 'weights2': 0.617763758324525, 'weights3': 0, 'weights4': 0.9839497369433242, 'weights5': 0.6971566510366749, 'normalize': False} - results: {'ROC_AUC': 0.49526010714285196, 'PRECISION': 0.17092999999999647, 'RECALL': 0.17092999999999647, 'RECALL_TEST_LEN': 0.17092999999999647, 'MAP': 0.09864767460317345, 'MRR': 0.452985833333334, 'NDCG': 0.19847745869532227, 'F1': 0.17092999999999647, 'HIT_RATE': 1.7093, 'ARHR': 0.6574760317460309, 'NOVELTY': 0.005602554492160053, 'DIVERSITY_MEAN_INTER_LIST': 0.9868823702370237, 'DIVERSITY_HERFINDAHL': 0.9986783682, 'COVERAGE_ITEM': 0.2176399321541071, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.24831878005342828, 'SHANNON_ENTROPY': 10.449399299698692} - time: 2018-11-30 15:54:39.893675
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.6206243378058103, 'weights2': 0.24308969548561477, 'weights3': 0, 'weights4': 0.520261548691702, 'weights5': 0.6697197857215139, 'normalize': True} - results: {'ROC_AUC': 0.4766737142857102, 'PRECISION': 0.16361999999999663, 'RECALL': 0.16361999999999663, 'RECALL_TEST_LEN': 0.16361999999999663, 'MAP': 0.09510737301587238, 'MRR': 0.4331602380952398, 'NDCG': 0.189909788300097, 'F1': 0.16361999999999663, 'HIT_RATE': 1.6362, 'ARHR': 0.6289178174603186, 'NOVELTY': 0.005842270257345583, 'DIVERSITY_MEAN_INTER_LIST': 0.9915949254925492, 'DIVERSITY_HERFINDAHL': 0.9991495766, 'COVERAGE_ITEM': 0.278846619820693, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.27914552215464816, 'SHANNON_ENTROPY': 11.002641850422595} - time: 2018-11-30 15:54:53.286469
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.37140168687399067, 'weights2': 0.731905614542874, 'weights3': 0, 'weights4': 0.1338866947619045, 'weights5': 0.5008975652566233, 'normalize': False} - results: {'ROC_AUC': 0.4918051984126929, 'PRECISION': 0.16940999999999637, 'RECALL': 0.16940999999999637, 'RECALL_TEST_LEN': 0.16940999999999637, 'MAP': 0.09756596031745911, 'MRR': 0.44864043650793795, 'NDCG': 0.19650948011428118, 'F1': 0.16940999999999637, 'HIT_RATE': 1.6941, 'ARHR': 0.6504754761904744, 'NOVELTY': 0.005596775328072011, 'DIVERSITY_MEAN_INTER_LIST': 0.9861801160116012, 'DIVERSITY_HERFINDAHL': 0.9986081498, 'COVERAGE_ITEM': 0.2136176399321541, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.24744073032433658, 'SHANNON_ENTROPY': 10.407415193770534} - time: 2018-11-30 15:55:06.658965
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.37687403173535905, 'weights2': 0.9019668999762794, 'weights3': 0, 'weights4': 0.7494634768725614, 'weights5': 0.25800970676843415, 'normalize': False} - results: {'ROC_AUC': 0.4915169365079314, 'PRECISION': 0.16936999999999672, 'RECALL': 0.16936999999999672, 'RECALL_TEST_LEN': 0.16936999999999672, 'MAP': 0.09704169047618924, 'MRR': 0.44800964285714445, 'NDCG': 0.19612004188001156, 'F1': 0.16936999999999672, 'HIT_RATE': 1.6937, 'ARHR': 0.6483625793650799, 'NOVELTY': 0.005576283962357521, 'DIVERSITY_MEAN_INTER_LIST': 0.9849778837883788, 'DIVERSITY_HERFINDAHL': 0.9984879386, 'COVERAGE_ITEM': 0.21196995396171553, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.24066072685714285, 'SHANNON_ENTROPY': 10.336526137930441} - time: 2018-11-30 15:55:16.776419
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.8565943684396626, 'weights2': 0.3327998523911869, 'weights3': 0, 'weights4': 0.29434223532431114, 'weights5': 0.6123238972384852, 'normalize': True} - results: {'ROC_AUC': 0.46643257142856737, 'PRECISION': 0.15849999999999703, 'RECALL': 0.15849999999999703, 'RECALL_TEST_LEN': 0.15849999999999703, 'MAP': 0.0923315515873008, 'MRR': 0.42280535714285944, 'NDCG': 0.18429582781642675, 'F1': 0.15849999999999703, 'HIT_RATE': 1.585, 'ARHR': 0.6112343650793669, 'NOVELTY': 0.005905113972821275, 'DIVERSITY_MEAN_INTER_LIST': 0.9919115651565157, 'DIVERSITY_HERFINDAHL': 0.9991812374, 'COVERAGE_ITEM': 0.29236733704870366, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.2827957176002651, 'SHANNON_ENTROPY': 11.082370830351074} - time: 2018-11-30 15:55:27.144290
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.4490678088609841, 'weights2': 0.2832625228267386, 'weights3': 0, 'weights4': 0.03717218724794513, 'weights5': 0.11779214842420116, 'normalize': True} - results: {'ROC_AUC': 0.4763483095238061, 'PRECISION': 0.16168999999999648, 'RECALL': 0.16168999999999648, 'RECALL_TEST_LEN': 0.16168999999999648, 'MAP': 0.09418338095238014, 'MRR': 0.4324962301587327, 'NDCG': 0.18827820488736033, 'F1': 0.16168999999999648, 'HIT_RATE': 1.6169, 'ARHR': 0.625079444444446, 'NOVELTY': 0.005821988415474807, 'DIVERSITY_MEAN_INTER_LIST': 0.9899792659265926, 'DIVERSITY_HERFINDAHL': 0.9989880268, 'COVERAGE_ITEM': 0.27831354494790406, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.26911410515320333, 'SHANNON_ENTROPY': 10.900535533997534} - time: 2018-11-30 15:55:37.404142
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.09439248748759343, 'weights2': 0.631748747378315, 'weights3': 0, 'weights4': 0.08345013915565125, 'weights5': 0.45328654800964885, 'normalize': True} - results: {'ROC_AUC': 0.48607359126983773, 'PRECISION': 0.1659399999999968, 'RECALL': 0.1659399999999968, 'RECALL_TEST_LEN': 0.1659399999999968, 'MAP': 0.0942800317460309, 'MRR': 0.44143658730158924, 'NDCG': 0.19213088326156139, 'F1': 0.1659399999999968, 'HIT_RATE': 1.6594, 'ARHR': 0.6351566666666664, 'NOVELTY': 0.00554013181398755, 'DIVERSITY_MEAN_INTER_LIST': 0.9846574737473747, 'DIVERSITY_HERFINDAHL': 0.9984559008, 'COVERAGE_ITEM': 0.18798158468621273, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.24472095360824742, 'SHANNON_ENTROPY': 10.221764340443656} - time: 2018-11-30 15:55:47.219916
BayesianSearch: New best config found. Config: {'weights1': 0.32139998889628607, 'weights2': 0.22985212965554258, 'weights3': 0, 'weights4': 0.477247763814743, 'weights5': 0.5828059357064045, 'normalize': False} - results: {'ROC_AUC': 0.49019557936507646, 'PRECISION': 0.17005999999999646, 'RECALL': 0.17005999999999646, 'RECALL_TEST_LEN': 0.17005999999999646, 'MAP': 0.09872249603174543, 'MRR': 0.4493978968253979, 'NDCG': 0.19748306386098266, 'F1': 0.17005999999999646, 'HIT_RATE': 1.7006, 'ARHR': 0.6542623809523815, 'NOVELTY': 0.005702528041354262, 'DIVERSITY_MEAN_INTER_LIST': 0.9897988098809881, 'DIVERSITY_HERFINDAHL': 0.998969983, 'COVERAGE_ITEM': 0.24424521444148292, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.2649218012299147, 'SHANNON_ENTROPY': 10.733158522546823} - time: 2018-11-30 15:55:56.983340
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.9159074273337484, 'weights2': 0.38277371228149537, 'weights3': 0, 'weights4': 0.24722800372942844, 'weights5': 0.20059067937811959, 'normalize': False} - results: {'ROC_AUC': 0.4583430119047568, 'PRECISION': 0.15320999999999793, 'RECALL': 0.15320999999999793, 'RECALL_TEST_LEN': 0.15320999999999793, 'MAP': 0.08911598015872926, 'MRR': 0.4133645238095257, 'NDCG': 0.17859186113625763, 'F1': 0.15320999999999793, 'HIT_RATE': 1.5321, 'ARHR': 0.5934646428571415, 'NOVELTY': 0.005956627883551745, 'DIVERSITY_MEAN_INTER_LIST': 0.9917591679167918, 'DIVERSITY_HERFINDAHL': 0.9991659992, 'COVERAGE_ITEM': 0.3026411436879089, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28392356067883445, 'SHANNON_ENTROPY': 11.119298033040508} - time: 2018-11-30 15:56:07.564816
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.2774186866571673, 'weights2': 0.22500914361916857, 'weights3': 0, 'weights4': 0.1744978538710409, 'weights5': 0.5548729991720667, 'normalize': False} - results: {'ROC_AUC': 0.4897521031745992, 'PRECISION': 0.16926999999999642, 'RECALL': 0.16926999999999642, 'RECALL_TEST_LEN': 0.16926999999999642, 'MAP': 0.09836110714285631, 'MRR': 0.44942706349206457, 'NDCG': 0.19688982983529568, 'F1': 0.16926999999999642, 'HIT_RATE': 1.6927, 'ARHR': 0.6531757539682546, 'NOVELTY': 0.0056945401741748825, 'DIVERSITY_MEAN_INTER_LIST': 0.9896984118411841, 'DIVERSITY_HERFINDAHL': 0.9989599442, 'COVERAGE_ITEM': 0.2380421613763024, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.2656382088337065, 'SHANNON_ENTROPY': 10.705213728643342} - time: 2018-11-30 15:56:18.422568
BayesianSearch: New best config found. Config: {'weights1': 0.6192662943188209, 'weights2': 0.6234008791174357, 'weights3': 0, 'weights4': 0.771002472752188, 'weights5': 0.8029311425854897, 'normalize': True} - results: {'ROC_AUC': 0.49337421031745615, 'PRECISION': 0.17018999999999618, 'RECALL': 0.17018999999999618, 'RECALL_TEST_LEN': 0.17018999999999618, 'MAP': 0.09902985714285613, 'MRR': 0.45272277777777925, 'NDCG': 0.19812526074126363, 'F1': 0.17018999999999618, 'HIT_RATE': 1.7019, 'ARHR': 0.6576337698412712, 'NOVELTY': 0.005668852095654022, 'DIVERSITY_MEAN_INTER_LIST': 0.9884097469746974, 'DIVERSITY_HERFINDAHL': 0.9988310906, 'COVERAGE_ITEM': 0.23828446813666102, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.2563760471736478, 'SHANNON_ENTROPY': 10.62606251319939} - time: 2018-11-30 15:56:29.887378
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.551300589043733, 'weights2': 0.5983057344318674, 'weights3': 0, 'weights4': 0.6233222639101856, 'weights5': 0.031191892041432467, 'normalize': False} - results: {'ROC_AUC': 0.4877077142857115, 'PRECISION': 0.16894999999999613, 'RECALL': 0.16894999999999613, 'RECALL_TEST_LEN': 0.16894999999999613, 'MAP': 0.09782887301587181, 'MRR': 0.4477746825396843, 'NDCG': 0.1961123666472733, 'F1': 0.16894999999999613, 'HIT_RATE': 1.6895, 'ARHR': 0.6497253968253968, 'NOVELTY': 0.005674868770920386, 'DIVERSITY_MEAN_INTER_LIST': 0.9869840544054405, 'DIVERSITY_HERFINDAHL': 0.9986885356, 'COVERAGE_ITEM': 0.24700751150957112, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.24959789329148688, 'SHANNON_ENTROPY': 10.592389296019164} - time: 2018-11-30 15:56:40.417780
